price,stock_xfer_date
335.01,2023-07-01
185.04,2023-07-08
490.85,2023-03-31
387.68,2023-05-01
428.06,2023-05-05
485.19,2023-05-14
45.38,2023-07-08
215.52,2023-06-21
438.84,2023-07-14
315.05,2023-03-28
417.2,2023-07-23
214.27,2023-03-28
447.85,2023-06-08
152.89,2023-05-05
41.31,2023-07-29
341.07,2023-06-06
141.2,2023-04-12
41.53,2023-05-14
142.25,2023-06-16
167.64,2023-07-08
343.77,2023-05-09
473.42,2023-04-12
268.09,2023-03-15
317.28,2023-04-20
98.77,2023-04-20
27.53,2023-05-07
263.14,2023-04-22
343.89,2023-05-31
65.13,2023-03-26
122.94,2023-04-24
333.85,2023-07-05
192.93,2023-06-10
493.86,2023-06-25
226.77,2023-07-17
180.22,2023-03-27
183.34,2023-05-20
490.4,2023-05-04
114.36,2023-07-04
383.5,2023-04-30
447.28,2023-06-08
193.61,2023-04-30
46.69,2023-04-05
419.33,2023-07-22
94.6,2023-07-10
190.01,2023-04-17
342.33,2023-07-08
310.21,2023-04-20
24.54,2023-04-18
22.25,2023-05-07
14.03,2023-04-25
316.2,2023-07-04
406.44,2023-03-29
380.28,2023-06-25
490.4,2023-04-13
20.12,2023-05-25
128.65,2023-04-28
70.21,2023-07-01
378.6,2023-04-23
118.58,2023-04-01
341.07,2023-05-03
378.85,2023-05-22
228.74,2023-03-25
412.6,2023-04-20
447.68,2023-07-11
146.22,2023-04-12
431.63,2023-05-15
206.45,2023-05-20
389.58,2023-04-12
190.54,2023-04-21
285.16,2023-04-24
407.46,2023-07-19
377.49,2023-07-26
72.82,2023-03-21
429.47,2023-07-11
246.26,2023-07-03
107.29,2023-03-19
418.11,2023-05-12
71.05,2023-03-15
239.6,2023-07-14
267.95,2023-05-22
472.55,2023-07-24
464.99,2023-05-14
221.02,2023-06-10
21.67,2023-07-04
191.65,2023-06-06
317.88,2023-07-09
62.24,2023-07-14
464.33,2023-07-24
94.84,2023-03-30
68.61,2023-07-02
170.45,2023-07-17
203.41,2023-05-14
370.65,2023-06-12
221.42,2023-03-21
452.3,2023-05-23
334.44,2023-06-23
52.08,2023-06-12
90.72,2023-05-14
106.73,2023-06-28
214.61,2023-05-12
336.66,2023-06-05
454.11,2023-06-15
28.75,2023-06-24
406.46,2023-05-15
338.35,2023-06-13
118.57,2023-06-14
119.07,2023-04-10
18.29,2023-06-23
211.27,2023-07-14
251.37,2023-03-26
358.55,2023-06-10
271.16,2023-04-24
373.52,2023-07-08
263.33,2023-07-11
192.68,2023-05-16
217.07,2023-05-08
306.46,2023-06-30
119.12,2023-05-04
116.4,2023-05-05
130.58,2023-04-23
476.11,2023-07-19
153.89,2023-07-16
178.49,2023-04-06
25.99,2023-06-29
289.95,2023-03-29
192.57,2023-05-27
439.75,2023-04-16
222.88,2023-04-01
236.59,2023-06-28
422.33,2023-07-22
448.7,2023-04-12
208.61,2023-05-31
115.93,2023-07-13
15.26,2023-05-18
98.95,2023-03-18
483.1,2023-03-19
349.94,2023-05-02
32.95,2023-07-19
169.68,2023-06-23
434.4,2023-07-24
123.7,2023-04-03
203.78,2023-05-23
94.83,2023-04-25
265.17,2023-06-05
251.77,2023-06-01
86.68,2023-04-08
215.39,2023-07-08
316.9,2023-05-13
294.05,2023-07-07
85.18,2023-06-16
263.14,2023-07-05
457.99,2023-06-16
69.63,2023-04-09
414.28,2023-05-04
242.47,2023-06-22
448.21,2023-07-04
87.97,2023-04-05
493.39,2023-05-14
93.11,2023-04-30
497.26,2023-07-14
337.8,2023-07-12
429.21,2023-04-15
192.87,2023-04-16
353.11,2023-04-25
442.64,2023-06-01
420.3,2023-04-21
206.36,2023-06-26
12.78,2023-05-15
101.41,2023-06-08
75.08,2023-03-15
253.91,2023-05-31
97.94,2023-06-19
175.61,2023-06-26
174.49,2023-04-12
172.68,2023-04-14
168.1,2023-07-26
466.98,2023-05-27
195.78,2023-06-10
129.79,2023-04-10
84.18,2023-05-26
116.58,2023-07-26
24.53,2023-07-16
228.87,2023-06-26
334.68,2023-07-10
287.84,2023-07-04
476.48,2023-05-03
334.94,2023-05-27
464.14,2023-06-23
222,2023-06-22
371.19,2023-04-05
406.95,2023-05-03
396.58,2023-06-05
424.23,2023-04-21
295.26,2023-07-09
416.69,2023-05-10
136,2023-05-14
363.87,2023-07-30
438.7,2023-04-06
299.67,2023-04-22
236.93,2023-04-05
481.61,2023-07-27
70.1,2023-04-18
131.51,2023-03-26
176.09,2023-07-18
116.97,2023-07-17
108.04,2023-06-01
482.92,2023-06-03
140.53,2023-04-15
456.97,2023-04-11
486.15,2023-06-07
274.22,2023-07-14
265.34,2023-06-20
285.08,2023-03-23
323.02,2023-07-09
393.48,2023-05-03
343.22,2023-03-17
160.37,2023-07-27
339.27,2023-03-18
188.26,2023-06-28
76.74,2023-07-23
425.32,2023-06-23
33.74,2023-04-26
404.86,2023-04-22
272.99,2023-06-24
357,2023-05-22
310.65,2023-07-28
246.22,2023-03-30
164.11,2023-06-05
160.49,2023-06-16
263.91,2023-06-29
193.13,2023-06-23
338.14,2023-06-25
131.69,2023-07-16
27.19,2023-05-21
494.9,2023-03-19
205.94,2023-07-13
354.24,2023-07-24
113.06,2023-03-22
485.9,2023-05-04
406.83,2023-05-28
375.38,2023-07-17
102.24,2023-03-23
476.58,2023-04-19
123.44,2023-06-11
486.8,2023-04-04
304,2023-06-11
364.78,2023-04-22
38.06,2023-03-17
321.36,2023-04-18
447.48,2023-06-01
447.96,2023-03-17
474.63,2023-07-24
304.78,2023-07-03
179.31,2023-07-01
288.32,2023-04-28
225.53,2023-07-12
485.03,2023-07-16
438.86,2023-05-06
414.38,2023-06-25
493.68,2023-07-25
196.02,2023-05-30
439.22,2023-07-25
385.63,2023-06-27
267.2,2023-06-30
272.42,2023-07-14
122.04,2023-06-01
458.45,2023-06-06
45,2023-05-17
211.69,2023-06-30
100.11,2023-06-21
283.84,2023-07-15
253.1,2023-06-20
168.31,2023-07-07
409.04,2023-04-04
372.5,2023-03-21
398.27,2023-04-20
350.05,2023-03-20
28.71,2023-03-25
198.93,2023-04-24
76.78,2023-06-10
414.15,2023-07-07
246.07,2023-07-14
497.82,2023-03-22
75.97,2023-05-19
29.49,2023-07-23
136.98,2023-06-15
476.12,2023-05-22
307.52,2023-03-21
235.1,2023-05-14
468.06,2023-04-04
253.25,2023-04-03
20.11,2023-06-21
427.61,2023-04-28
210.08,2023-06-12
23.03,2023-07-19
259.66,2023-07-26
146.52,2023-07-13
491.49,2023-03-22
144.13,2023-05-18
202.43,2023-06-17
259.27,2023-06-11
183.78,2023-07-18
167.56,2023-07-21
85.64,2023-05-05
149.35,2023-06-15
311.2,2023-06-30
148.63,2023-04-10
191.61,2023-07-24
134.44,2023-05-19
163.27,2023-04-20
393.07,2023-07-14
307.18,2023-05-25
413.33,2023-04-10
291.3,2023-04-24
410.8,2023-07-09
295.15,2023-04-10
83.02,2023-07-21
352.1,2023-06-11
416.35,2023-05-07
115.17,2023-06-13
76.6,2023-07-08
499.86,2023-03-22
487.69,2023-05-07
328.77,2023-05-11
361.4,2023-03-19
144.7,2023-07-04
250.47,2023-03-16
336.22,2023-03-22
150.81,2023-06-26
407.81,2023-07-17
276.24,2023-07-30
473.8,2023-05-14
300.29,2023-04-19
324.36,2023-05-05
400.25,2023-07-19
85.37,2023-07-09
417.42,2023-07-15
338.03,2023-05-09
25.11,2023-06-30
486.11,2023-06-25
325.73,2023-07-27
73.3,2023-06-04
17.86,2023-03-23
243.45,2023-04-25
257.89,2023-07-09
298.53,2023-07-28
388.19,2023-07-16
303.87,2023-07-08
467.26,2023-07-02
379.63,2023-07-27
30.88,2023-04-22
455.1,2023-04-26
260.71,2023-04-20
90.77,2023-07-06
218.5,2023-05-28
231.29,2023-05-16
371.43,2023-07-27
82.3,2023-07-30
397.56,2023-06-09
21.15,2023-04-10
129.6,2023-06-06
148.55,2023-05-11
258.6,2023-06-07
324.72,2023-07-26
368.8,2023-04-19
112.18,2023-07-18
256.71,2023-04-12
185.97,2023-05-15
172.5,2023-07-06
339.16,2023-06-25
58.49,2023-05-05
169.95,2023-05-04
312.72,2023-07-05
466.58,2023-05-22
196.52,2023-07-16
428.43,2023-05-20
303.07,2023-03-20
125.73,2023-03-31
95.5,2023-05-04
292.49,2023-03-29
299.59,2023-04-03
76.62,2023-07-03
371.93,2023-05-28
10.92,2023-07-08
44.22,2023-05-25
335.49,2023-07-06
42.57,2023-04-08
43.99,2023-07-08
214.26,2023-06-03
413.66,2023-05-31
58.68,2023-03-25
271.35,2023-03-18
127,2023-05-06
160.24,2023-06-28
175.66,2023-06-22
460.41,2023-05-29
31.26,2023-04-13
267.21,2023-05-13
379.34,2023-04-13
375.87,2023-07-03
156.57,2023-07-17
328.97,2023-03-23
480.04,2023-04-11
200.5,2023-05-19
466.21,2023-07-22
68.97,2023-06-26
362.44,2023-07-21
91.2,2023-04-18
78.16,2023-04-11
251.33,2023-04-25
493.92,2023-04-02
272.6,2023-07-22
171.48,2023-04-16
401.15,2023-03-21
355.84,2023-06-15
330.4,2023-04-12
453.17,2023-05-16
411.75,2023-03-27
63.05,2023-05-29
251.15,2023-07-13
211.24,2023-04-24
408.4,2023-07-15
474.09,2023-07-02
248.14,2023-06-06
249.44,2023-05-10
302.2,2023-06-01
278.91,2023-04-13
101.31,2023-03-19
51.95,2023-07-07
449.64,2023-07-15
230.6,2023-03-19
186.62,2023-03-31
302.97,2023-06-01
348.51,2023-03-29
263.09,2023-07-25
64.03,2023-07-16
105.53,2023-04-25
365.22,2023-05-03
493.03,2023-05-07
239.9,2023-07-16
32.82,2023-07-20
312.95,2023-04-02
28.81,2023-06-01
56.33,2023-04-14
448.85,2023-04-01
171.62,2023-05-19
11.6,2023-05-12
465.79,2023-05-15
388.76,2023-07-03
121.09,2023-05-29
204.53,2023-03-21
218.52,2023-05-13
178.61,2023-06-30
33.1,2023-07-03
276.21,2023-04-14
28.63,2023-03-21
236.64,2023-04-18
373.25,2023-04-10
107.38,2023-06-21
23.26,2023-07-05
412.68,2023-06-12
45.1,2023-04-20
270.68,2023-07-17
469.34,2023-04-20
17.99,2023-06-05
67.17,2023-07-21
273.57,2023-06-18
137.1,2023-04-05
190.23,2023-03-26
164.74,2023-06-27
360.59,2023-04-15
62.16,2023-06-14
469.33,2023-03-26
313.04,2023-05-13
209.44,2023-06-13
256.72,2023-07-13
27.87,2023-03-22
300.87,2023-05-01
188.66,2023-06-11
250.37,2023-07-19
288.54,2023-07-05
106.29,2023-04-20
442.88,2023-07-18
143.36,2023-07-17
434.56,2023-04-01
207.07,2023-06-25
112.07,2023-05-28
277.07,2023-06-22
176.06,2023-07-30
413.89,2023-07-02
287.47,2023-04-03
393.97,2023-03-17
280.73,2023-07-27
10.25,2023-05-24
44.19,2023-03-31
21.14,2023-04-13
356.91,2023-06-10
420.34,2023-03-22
384.9,2023-04-17
486.52,2023-05-21
479.68,2023-03-21
254.36,2023-06-01
147.13,2023-07-21
427.32,2023-07-22
493.6,2023-04-14
444.89,2023-04-04
20.4,2023-07-04
307.31,2023-03-19
290.1,2023-04-26
312.23,2023-04-27
216.68,2023-06-27
305.46,2023-06-06
432.11,2023-07-29
406.26,2023-03-26
357.01,2023-07-15
240.17,2023-05-31
35.58,2023-03-19
353,2023-07-14
356.22,2023-07-16
64.44,2023-04-27
69.57,2023-07-19
447.77,2023-04-12
496.73,2023-05-02
142.09,2023-06-17
453.74,2023-07-26
119.9,2023-06-12
159.14,2023-04-16
281.05,2023-06-18
126.26,2023-03-28
66.48,2023-05-22
418.62,2023-06-01
246.96,2023-06-26
62.23,2023-03-20
367.93,2023-04-12
338.99,2023-05-22
106.03,2023-04-03
11.48,2023-04-23
143.23,2023-07-28
425.33,2023-03-20
79.83,2023-04-07
121.37,2023-03-20
411,2023-06-27
358.85,2023-07-15
352.7,2023-05-26
85.62,2023-04-21
423.5,2023-07-07
304.63,2023-03-23
311.76,2023-04-28
83.09,2023-05-11
215.05,2023-06-23
319.79,2023-04-14
259.64,2023-03-19
471.03,2023-06-14
12.98,2023-03-25
479.55,2023-07-26
25.39,2023-04-08
286.14,2023-05-18
60.52,2023-04-22
339.44,2023-06-05
65.59,2023-04-12
201.67,2023-05-29
492.41,2023-07-26
350.63,2023-06-20
218.76,2023-07-05
209.64,2023-05-31
91.26,2023-07-14
469.25,2023-05-01
341.01,2023-03-27
383.79,2023-04-04
68.09,2023-04-10
206.76,2023-05-17
349.11,2023-03-22
198.08,2023-05-31
335.68,2023-06-05
389.21,2023-05-15
59.23,2023-04-05
345.97,2023-06-22
124.74,2023-03-25
437.68,2023-05-09
13.57,2023-05-12
475.5,2023-06-30
282.86,2023-06-08
495.35,2023-04-05
206.34,2023-03-30
21.49,2023-07-09
318.93,2023-04-09
304.99,2023-04-21
314.14,2023-03-15
187.67,2023-04-09
429.5,2023-04-13
13.76,2023-06-18
49.01,2023-06-11
10.92,2023-07-13
20.62,2023-07-26
305.41,2023-05-14
256.02,2023-05-01
361.18,2023-03-24
463.35,2023-07-14
385.87,2023-06-02
434.59,2023-06-02
479.97,2023-07-11
286.59,2023-06-13
412.13,2023-06-27
448.84,2023-03-24
54.55,2023-03-18
121.02,2023-03-24
411.78,2023-07-08
333.15,2023-06-29
30.08,2023-03-23
149.42,2023-04-04
17.81,2023-04-05
235.99,2023-06-01
173.63,2023-04-04
402.67,2023-07-01
212.79,2023-03-29
109.45,2023-07-07
236.87,2023-05-04
193,2023-06-27
35.74,2023-03-25
464.97,2023-03-31
81.82,2023-05-08
57.24,2023-05-24
435.28,2023-04-14
307.63,2023-05-25
172.9,2023-06-12
319.62,2023-06-02
312.31,2023-03-26
145,2023-07-14
199.56,2023-04-05
481.76,2023-05-12
182,2023-07-19
306.5,2023-03-21
387.38,2023-05-05
467.55,2023-06-18
133.98,2023-06-19
109.95,2023-04-30
346.1,2023-07-20
150.01,2023-06-02
106.87,2023-05-16
386.79,2023-04-26
307.56,2023-03-31
113.94,2023-06-27
370.29,2023-05-22
16.04,2023-06-13
292.53,2023-04-26
299.17,2023-04-05
254.45,2023-07-27
386.66,2023-06-07
491.38,2023-05-19
181.9,2023-06-26
391.88,2023-07-14
174.9,2023-07-18
212.85,2023-06-07
303.48,2023-04-22
356.6,2023-07-19
289,2023-03-22
337.11,2023-06-22
197.27,2023-03-19
27.95,2023-05-17
97.1,2023-05-16
158.25,2023-07-27
385.52,2023-04-15
365.31,2023-04-30
188.23,2023-04-25
381.19,2023-06-20
184.27,2023-05-09
152.55,2023-06-27
14.58,2023-05-26
195.67,2023-03-26
86.84,2023-03-22
433.62,2023-05-03
353.87,2023-07-17
88.12,2023-04-05
413.42,2023-07-28
144.99,2023-05-20
429.71,2023-05-19
273.69,2023-07-11
71.37,2023-06-12
391.3,2023-04-24
60.2,2023-07-12
467.38,2023-07-08
265.59,2023-07-01
362.42,2023-07-07
384.85,2023-06-30
493.76,2023-05-24
317.22,2023-05-27
111.76,2023-07-26
355.91,2023-06-27
285.97,2023-03-30
484.25,2023-07-11
436.25,2023-04-16
468.04,2023-07-16
272.61,2023-04-20
22.1,2023-07-26
121.77,2023-03-27
380.5,2023-05-08
498.45,2023-03-16
440.19,2023-07-02
82.85,2023-06-11
449.79,2023-06-06
121.09,2023-06-08
79.16,2023-06-14
121.94,2023-04-13
362.78,2023-04-05
424.13,2023-07-26
21.04,2023-03-20
437.24,2023-04-28
256.48,2023-06-19
210.87,2023-04-17
287,2023-07-10
99.7,2023-04-18
432.97,2023-07-03
288.53,2023-05-15
325.82,2023-03-20
391.71,2023-04-30
430.22,2023-07-17
461.95,2023-07-01
373.78,2023-07-17
111.84,2023-06-10
75.11,2023-07-23
23.67,2023-06-15
74.4,2023-05-26
450.51,2023-05-15
27.12,2023-04-03
121.1,2023-05-11
272.61,2023-03-26
85.37,2023-04-01
164.16,2023-05-25
374.35,2023-05-18
135.98,2023-04-28
205.49,2023-06-26
229.29,2023-04-25
72.24,2023-04-30
416.93,2023-04-04
22.01,2023-07-01
474.54,2023-04-12
314.47,2023-04-06
215.38,2023-04-02
80.02,2023-06-06
22.54,2023-06-16
304.3,2023-04-12
409.91,2023-06-01
219.31,2023-04-22
27.54,2023-03-21
126.04,2023-03-17
152.65,2023-04-28
356.36,2023-06-16
464.65,2023-03-18
452.82,2023-04-04
448.38,2023-04-02
351.91,2023-07-10
417.43,2023-07-19
82.5,2023-06-06
336.87,2023-05-28
465.39,2023-03-20
437.48,2023-05-21
24.22,2023-05-18
188.56,2023-04-12
36.26,2023-06-16
298.86,2023-06-20
96.25,2023-03-26
22.14,2023-03-16
245.9,2023-06-23
288.83,2023-07-10
468.63,2023-05-16
54.67,2023-07-02
171.65,2023-05-05
225.08,2023-06-11
416.66,2023-05-14
391.23,2023-07-11
444.29,2023-03-16
260.61,2023-05-24
223.07,2023-04-24
294.27,2023-05-30
369.72,2023-04-22
415.04,2023-06-30
330.75,2023-04-11
96.99,2023-06-21
330.8,2023-06-06
290.21,2023-06-28
156.42,2023-05-22
443.88,2023-07-15
429.63,2023-03-25
12.35,2023-07-20
337.67,2023-03-21
371.61,2023-04-23
395.73,2023-05-17
32.15,2023-05-25
116.94,2023-06-12
117.18,2023-05-12
350.97,2023-03-23
336.35,2023-06-13
140.78,2023-07-19
486.14,2023-07-15
381.81,2023-03-20
363.06,2023-07-28
190.48,2023-04-19
246.29,2023-05-24
92.75,2023-05-02
231.27,2023-07-14
26.69,2023-06-26
175.93,2023-07-23
213.43,2023-07-15
122.86,2023-06-02
362.87,2023-06-15
351.69,2023-04-13
349.85,2023-04-25
475.05,2023-04-19
469.46,2023-04-24
100.45,2023-06-23
430.57,2023-05-05
105.35,2023-04-23
101.36,2023-03-21
209.76,2023-05-23
468.14,2023-05-02
166.41,2023-06-16
291.81,2023-04-05
60.93,2023-05-09
435.49,2023-06-11
325.23,2023-07-23
406.46,2023-03-29
257.6,2023-06-23
273.93,2023-06-23
487.78,2023-06-18
26.53,2023-04-25
345.99,2023-06-22
431.25,2023-06-03
162.66,2023-03-28
469.47,2023-07-03
78.78,2023-07-08
284.61,2023-07-29
434.3,2023-04-26
353.66,2023-07-03
129.5,2023-04-20
337.82,2023-07-24
256.18,2023-05-22
14.77,2023-05-30
270.79,2023-06-14
33.15,2023-07-25
180.83,2023-05-02
447.84,2023-06-08
481.59,2023-05-29
449.31,2023-06-06
471.49,2023-03-31
432.1,2023-04-20
498.49,2023-07-05
156.1,2023-07-08
338.43,2023-04-18
127.06,2023-06-01
349.19,2023-05-05
381.33,2023-07-20
118.63,2023-04-22
426.79,2023-05-29
107.99,2023-07-29
394.15,2023-05-21
340.04,2023-06-12
132.07,2023-06-04
286.44,2023-03-26
96.03,2023-03-29
11.2,2023-05-27
200.12,2023-06-08
71.74,2023-07-04
252.73,2023-06-30
185.63,2023-06-18
466.15,2023-05-31
134.43,2023-04-05
31.47,2023-04-24
261.53,2023-03-21
260.13,2023-04-05
293.67,2023-04-09
373.29,2023-04-17
298.42,2023-04-28
185.37,2023-07-29
71.89,2023-07-18
245.14,2023-06-08
397,2023-05-01
233.45,2023-06-02
496.79,2023-05-22
498.01,2023-03-20
459.63,2023-07-14
488.64,2023-07-29
130.47,2023-04-10
49.68,2023-07-28
431.98,2023-06-14
492.3,2023-03-24
53.41,2023-03-25
19.63,2023-06-20
462.25,2023-04-09
171.11,2023-03-19
472.76,2023-03-18
411.94,2023-04-26
78.67,2023-03-20
476.52,2023-06-09
33.44,2023-03-15
309.33,2023-06-25
254.83,2023-06-10
300.52,2023-07-19
44.39,2023-04-14
104.08,2023-03-23
333.07,2023-05-24
317.13,2023-04-27
137.65,2023-04-03
487.5,2023-05-09
431.34,2023-03-31
259.6,2023-05-14
76.85,2023-04-02
143.36,2023-07-21
169.43,2023-05-31
70.88,2023-06-05
365.97,2023-06-03
253.35,2023-03-30
19.07,2023-07-04
478.17,2023-04-07
283.79,2023-04-13
91.69,2023-04-26
61.23,2023-06-06
311.3,2023-05-08
326.14,2023-04-25
389.93,2023-04-26
137.89,2023-05-11
475.27,2023-05-28
74.1,2023-07-18
96.36,2023-07-02
133.09,2023-06-24
269.73,2023-04-14
215.73,2023-04-14
447.27,2023-05-08
103.5,2023-05-08
311.14,2023-04-14
471.66,2023-06-13
114.11,2023-06-01
405.62,2023-05-23
272.59,2023-06-22
27.16,2023-05-26
259.42,2023-06-27
307.69,2023-07-12
73.84,2023-03-29
427.58,2023-04-14
67.35,2023-06-27
219.17,2023-06-21
112.02,2023-04-03
29.45,2023-03-26
81.66,2023-03-30
481.8,2023-07-21
369.13,2023-04-29
347.96,2023-03-24
135.09,2023-04-27
104.7,2023-05-24
186.78,2023-04-08
35.64,2023-04-04
172.42,2023-05-24
380.41,2023-04-04
419.84,2023-07-15
105.1,2023-04-30
483.84,2023-04-01
57.64,2023-06-07
151.88,2023-03-29
430.58,2023-07-15
463.56,2023-04-19
24.38,2023-07-27
21.85,2023-05-09
210.96,2023-05-09
430.11,2023-03-22
483.1,2023-06-13
270.11,2023-07-19
25.84,2023-07-09
362.12,2023-06-27
208.44,2023-07-14
376.04,2023-05-27
343.92,2023-07-09
431.53,2023-03-15
467.23,2023-04-19
157.54,2023-05-14
156.05,2023-07-25
187.61,2023-03-17
40.35,2023-07-19
22.42,2023-07-13
359.49,2023-06-16
84.92,2023-03-30
19.55,2023-04-23
205.52,2023-05-27
252.15,2023-05-12
247.23,2023-03-28
448.9,2023-05-10
56.56,2023-06-21
115.63,2023-07-23
27.57,2023-07-15
432.76,2023-04-10
432.2,2023-03-31
346.97,2023-06-10
330.4,2023-06-30
259.83,2023-07-28
318.73,2023-07-30
211.16,2023-07-01
126.29,2023-05-06
119.58,2023-06-25
488.74,2023-04-09
343.55,2023-05-02
352.19,2023-07-27
16.21,2023-06-02
445.81,2023-06-18
151.14,2023-07-14
428.27,2023-03-29
96.29,2023-06-17
29.81,2023-03-22
129.55,2023-04-26
453.14,2023-06-19
211.41,2023-06-11
401.37,2023-04-14
452.99,2023-06-28
169.33,2023-07-22
255.27,2023-03-21
244.24,2023-04-16
181.51,2023-05-04
479.36,2023-05-30
36.37,2023-05-07
267.07,2023-04-05
208.73,2023-03-15
446.49,2023-05-22
458.44,2023-07-03
126.71,2023-03-24
404.78,2023-05-20
84.86,2023-04-09
258.53,2023-04-20
156.25,2023-07-20
119.19,2023-07-29
457.05,2023-07-01
220.32,2023-06-05
372.18,2023-07-09
471.28,2023-03-15
252.23,2023-04-12
142.39,2023-03-22
438.01,2023-07-23
217.02,2023-04-03
153.01,2023-07-24
255.94,2023-07-07
394.15,2023-03-31
270.58,2023-05-17
141.22,2023-05-01
495.05,2023-05-18
51.02,2023-06-13
105.68,2023-04-24
498.58,2023-05-05
186.57,2023-05-28
448.68,2023-04-19
213.17,2023-07-01
59.31,2023-05-28
210.08,2023-05-20
186.94,2023-06-02
287.35,2023-07-24
364.46,2023-05-12
191.74,2023-06-19
25.07,2023-06-19
152.03,2023-07-25
58.24,2023-06-09
197.23,2023-05-01
297.67,2023-07-15
289.24,2023-06-26
158.56,2023-04-23
203.84,2023-04-25
178.61,2023-06-17
425.79,2023-05-29
176.41,2023-04-19
472.55,2023-04-11
150.8,2023-04-12
99.6,2023-07-19
62.5,2023-03-24
385.96,2023-06-14
76.38,2023-07-25
382.64,2023-05-03
248.2,2023-07-13
380.34,2023-07-24
154.01,2023-06-02
259.27,2023-04-30
251.62,2023-05-31
329.42,2023-07-19
463.59,2023-05-05
481.39,2023-04-22
143.95,2023-05-30
407.56,2023-05-24
489.34,2023-06-16
468.33,2023-07-26
336.25,2023-06-05
378.77,2023-05-29
36.82,2023-04-15
268.63,2023-03-23
376.42,2023-04-29
223.32,2023-03-15
117.55,2023-05-16
382.34,2023-04-21
60.5,2023-06-11
139.39,2023-04-08
404.88,2023-05-17
466.17,2023-05-10
358.2,2023-06-16
414.78,2023-05-24
290.41,2023-05-08
438.63,2023-05-18
405.52,2023-06-30
425.53,2023-07-13
151.98,2023-07-21
437.13,2023-07-24
390.82,2023-06-11
292.11,2023-04-17
122.06,2023-03-27
419.45,2023-05-07
282.05,2023-05-30
139.93,2023-04-09
70.01,2023-07-16
14.81,2023-06-13
199.05,2023-07-16
255.77,2023-06-30
10.55,2023-03-22
424.59,2023-05-06
180.79,2023-06-05
97.28,2023-06-24
31.74,2023-04-02
137.48,2023-05-20
380.42,2023-05-09
443.19,2023-04-10
440.15,2023-03-18
87.62,2023-04-29
43.24,2023-05-31
242.8,2023-06-15
494.2,2023-04-23
110.55,2023-04-17
494.15,2023-04-27
292.02,2023-05-31
267.25,2023-06-25
86.55,2023-03-20
488.42,2023-07-24
214.28,2023-07-22
438.7,2023-05-29
94.29,2023-05-06
236.34,2023-04-09
258.42,2023-05-05
247.17,2023-06-23
98.38,2023-05-22
495.38,2023-05-29
492.26,2023-06-08
115.3,2023-06-10
29.9,2023-05-18
270.42,2023-04-06
356.91,2023-06-10
396.87,2023-05-12
485.93,2023-06-10
107.66,2023-05-29
205.37,2023-06-20
231.4,2023-03-21
154.94,2023-07-24
42.98,2023-04-02
127.78,2023-06-16
33.73,2023-04-13
422.63,2023-05-31
22.87,2023-03-29
253.43,2023-04-16
42.36,2023-06-13
191.32,2023-04-11
270.33,2023-05-11
302.69,2023-07-06
99.99,2023-06-13
318.03,2023-03-24
366.69,2023-04-05
351.83,2023-07-07
249.32,2023-06-18
36.85,2023-04-24
230.5,2023-05-09
132.78,2023-05-26
102.49,2023-05-08
419.88,2023-03-15
216,2023-05-01
296.22,2023-05-16
172.7,2023-06-22
314.71,2023-04-03
219.34,2023-04-10
227.4,2023-04-24
306.88,2023-07-27
154.59,2023-03-18
217.3,2023-06-13
102.18,2023-06-06
492.57,2023-04-03
375.03,2023-05-05
127.78,2023-07-19
412.3,2023-05-07
498.31,2023-05-29
441.16,2023-05-15
301.91,2023-07-06
145.1,2023-05-13
485.89,2023-04-19
47.75,2023-04-16
223.96,2023-03-21
461.85,2023-04-07
119.67,2023-07-27
278.76,2023-04-12
222.64,2023-07-05
471.29,2023-05-09
480.17,2023-07-11
169.75,2023-05-15
117.52,2023-05-02
191.93,2023-04-28
50.68,2023-06-09
177.56,2023-07-17
328.51,2023-05-25
136.72,2023-06-11
279.66,2023-05-08
342.76,2023-06-20
440.78,2023-03-21
288.37,2023-05-03
298.13,2023-06-27
106.23,2023-03-28
274.07,2023-06-28
37.8,2023-07-09
167.14,2023-04-23
332.06,2023-07-21
160.89,2023-04-09
74.05,2023-05-20
45.47,2023-07-27
367.79,2023-05-24
61.69,2023-03-27
290.51,2023-04-04
310.87,2023-04-28
126.63,2023-05-07
89.18,2023-07-04
314.05,2023-03-16
260.08,2023-03-17
86.74,2023-07-04
68.17,2023-07-19
388.13,2023-07-27
498.3,2023-06-10
330.53,2023-07-14
59.8,2023-07-16
228.81,2023-04-22
207.15,2023-03-27
132.18,2023-05-08
394.89,2023-04-11
474.49,2023-05-18
424.63,2023-07-20
309.71,2023-04-24
302.38,2023-03-18
196.72,2023-04-30
45.95,2023-05-10
122.11,2023-03-29
461.82,2023-06-01
341.12,2023-07-04
360.85,2023-06-13
450.72,2023-05-30
392.18,2023-07-24
418.73,2023-05-27
324.54,2023-07-08
370.7,2023-05-31
268.85,2023-07-30
296.63,2023-07-15
441.26,2023-05-04
183.31,2023-05-04
305.08,2023-03-27
435.4,2023-06-07
350.26,2023-04-23
70.02,2023-03-31
390.08,2023-04-26
332.4,2023-06-10
273,2023-05-18
381.88,2023-05-07
73.35,2023-04-18
134.51,2023-03-25
456.76,2023-05-27
22.71,2023-07-20
453.57,2023-05-31
61.47,2023-04-30
19.43,2023-03-30
207.89,2023-07-15
458.18,2023-03-15
171.95,2023-05-10
106.67,2023-07-08
247.25,2023-07-07
