stock_xfer_date,stock_qty,product,prod_price,prod_dimensions
8/18/2023,72,Smartphone,110.51,12x6x14 cm
8/12/2023,79,Monitor,292.61,19x8x17 cm
8/17/2023,17,Smartphone,222.81,5x16x9 cm
10/31/2023,20,Laptop,433.17,14x9x11 cm
7/31/2023,17,Laptop,267.48,19x16x20 cm
8/27/2023,95,Monitor,254.24,16x16x8 cm
12/12/2023,77,Smartphone,246.18,12x14x13 cm
12/10/2023,94,Headphones,327.06,14x12x16 cm
8/12/2023,50,Smartphone,95.71,13x8x19 cm
11/1/2023,60,Laptop,429.76,8x17x9 cm
8/7/2023,4,Monitor,481.36,5x13x16 cm
8/27/2023,73,Laptop,295.24,9x5x19 cm
12/22/2023,38,Monitor,130.27,8x15x17 cm
12/30/2023,23,Monitor,34.93,17x6x16 cm
10/2/2023,50,Laptop,149.02,20x6x16 cm
12/14/2023,9,Laptop,196.73,13x5x9 cm
8/2/2023,42,Headphones,179.71,9x14x16 cm
8/4/2023,27,Smartphone,323.4,20x19x13 cm
8/5/2023,22,Headphones,154.04,11x16x7 cm
10/3/2023,14,Laptop,177.48,15x15x13 cm
8/11/2023,12,Headphones,36.73,8x12x13 cm
8/5/2023,55,Monitor,425.02,11x18x18 cm
10/27/2023,3,Smartphone,378.05,12x9x9 cm
8/8/2023,2,Monitor,54.15,5x10x14 cm
8/28/2023,66,Laptop,295.13,9x17x16 cm
11/12/2023,97,Laptop,249.93,20x17x13 cm
10/26/2023,77,Laptop,220.15,7x9x11 cm
12/16/2023,54,Laptop,152.6,15x12x8 cm
12/25/2023,82,Monitor,390.53,19x17x8 cm
10/23/2023,54,Laptop,131.25,19x11x11 cm
11/30/2023,58,Headphones,175.2,15x9x7 cm
9/10/2023,71,Monitor,195.41,14x15x5 cm
9/27/2023,9,Monitor,349.34,11x19x9 cm
11/2/2023,17,Headphones,84.13,20x18x20 cm
9/25/2023,96,Laptop,45.48,17x10x7 cm
9/22/2023,58,Smartphone,19.9,8x8x18 cm
9/24/2023,73,Smartphone,90.37,7x20x8 cm
11/24/2023,3,Headphones,482.66,5x16x12 cm
10/22/2023,83,Smartphone,407.13,15x18x9 cm
9/18/2023,87,Laptop,214.44,11x19x14 cm
8/23/2023,59,Headphones,446.65,7x14x15 cm
11/29/2023,44,Smartphone,264.59,17x18x9 cm
11/20/2023,5,Monitor,42.21,16x8x12 cm
12/15/2023,18,Headphones,129.35,14x16x6 cm
12/26/2023,56,Laptop,78.77,16x8x14 cm
9/15/2023,36,Monitor,383.08,17x17x13 cm
10/7/2023,37,Monitor,98.97,13x18x17 cm
9/17/2023,49,Monitor,389.08,7x6x9 cm
10/14/2023,8,Monitor,441.81,16x14x15 cm
11/19/2023,55,Headphones,452.5,5x11x19 cm
12/7/2023,32,Laptop,328.54,13x7x10 cm
8/28/2023,1,Headphones,354.33,12x16x8 cm
12/27/2023,10,Headphones,210.91,16x17x7 cm
8/20/2023,2,Smartphone,222.64,9x18x12 cm
8/24/2023,74,Headphones,288.1,19x9x9 cm
9/21/2023,56,Headphones,457.18,14x6x17 cm
10/21/2023,9,Headphones,114.07,10x8x7 cm
11/5/2023,16,Headphones,124.4,19x15x17 cm
10/21/2023,75,Laptop,42.87,6x15x14 cm
12/6/2023,25,Smartphone,294.04,16x15x5 cm
12/15/2023,3,Laptop,431.4,8x14x19 cm
11/28/2023,86,Laptop,413.24,13x6x9 cm
12/27/2023,60,Headphones,106,10x15x17 cm
8/13/2023,8,Laptop,437.47,14x15x5 cm
11/20/2023,49,Smartphone,251.5,12x12x16 cm
8/9/2023,12,Smartphone,480.09,5x14x11 cm
10/30/2023,23,Monitor,31.57,8x9x18 cm
11/4/2023,2,Monitor,145.65,11x17x11 cm
12/18/2023,45,Smartphone,415.47,12x18x5 cm
12/28/2023,88,Laptop,299.36,7x5x11 cm
9/24/2023,94,Monitor,354.53,18x6x19 cm
10/22/2023,7,Monitor,400.89,17x20x14 cm
9/16/2023,63,Laptop,16.39,11x20x17 cm
11/1/2023,74,Headphones,446.84,18x6x19 cm
10/11/2023,46,Laptop,449.5,20x12x8 cm
12/26/2023,22,Smartphone,349.81,17x19x12 cm
12/4/2023,72,Monitor,35.43,5x11x7 cm
11/1/2023,92,Headphones,273.82,7x11x11 cm
10/17/2023,85,Laptop,127.71,8x8x8 cm
11/16/2023,56,Monitor,360.67,10x5x16 cm
10/9/2023,94,Laptop,23.85,17x18x13 cm
9/30/2023,98,Monitor,466.93,10x13x6 cm
12/10/2023,82,Laptop,80.92,11x18x7 cm
12/7/2023,16,Laptop,53.85,14x5x10 cm
11/26/2023,35,Headphones,476,16x9x10 cm
8/20/2023,23,Headphones,316.83,16x19x5 cm
8/3/2023,65,Smartphone,241.54,10x6x9 cm
9/14/2023,95,Headphones,497.69,13x5x19 cm
12/11/2023,100,Laptop,496.05,10x19x9 cm
11/24/2023,16,Smartphone,362.62,16x9x10 cm
8/13/2023,31,Smartphone,42.6,17x9x17 cm
9/16/2023,42,Monitor,410.18,16x7x8 cm
8/16/2023,59,Smartphone,370.33,18x16x8 cm
10/4/2023,13,Laptop,310.66,7x8x19 cm
11/4/2023,49,Monitor,424.58,18x16x11 cm
12/21/2023,62,Headphones,282.2,14x8x16 cm
10/16/2023,100,Laptop,286.35,15x14x19 cm
8/20/2023,87,Headphones,60.45,14x13x6 cm
10/2/2023,67,Laptop,185.83,8x7x7 cm
11/2/2023,25,Monitor,322.36,8x7x5 cm
9/6/2023,24,Monitor,356.42,13x16x12 cm
9/17/2023,27,Headphones,258.8,16x12x10 cm
8/20/2023,12,Laptop,428.94,8x20x5 cm
9/25/2023,91,Headphones,490.55,7x10x13 cm
9/19/2023,66,Monitor,139.22,16x10x8 cm
12/15/2023,87,Monitor,155.85,18x19x17 cm
9/4/2023,16,Smartphone,481.33,7x17x9 cm
11/23/2023,34,Smartphone,399.86,20x7x9 cm
12/23/2023,8,Headphones,319.99,17x14x19 cm
12/15/2023,1,Monitor,192.71,17x12x18 cm
9/4/2023,21,Smartphone,219.93,12x13x9 cm
9/4/2023,50,Monitor,247.32,15x17x16 cm
9/10/2023,97,Laptop,470.35,11x5x10 cm
9/1/2023,69,Laptop,238.76,11x16x17 cm
10/25/2023,84,Smartphone,251.42,14x13x5 cm
9/23/2023,70,Headphones,496.85,5x19x13 cm
8/30/2023,97,Smartphone,447.65,13x5x14 cm
9/11/2023,54,Headphones,175.27,9x7x13 cm
10/6/2023,94,Headphones,243.28,9x8x7 cm
12/11/2023,57,Smartphone,429.28,12x8x15 cm
12/15/2023,38,Laptop,104.94,11x14x20 cm
9/11/2023,53,Smartphone,492.13,7x9x14 cm
12/15/2023,19,Laptop,177.91,15x15x8 cm
12/22/2023,42,Monitor,277.66,8x20x15 cm
9/23/2023,92,Smartphone,307.36,12x16x16 cm
8/26/2023,61,Laptop,219.26,14x19x17 cm
10/1/2023,15,Smartphone,422.46,20x17x18 cm
11/17/2023,52,Monitor,428.43,9x12x7 cm
10/27/2023,9,Headphones,250.81,17x16x12 cm
9/5/2023,24,Monitor,67.09,5x6x12 cm
8/15/2023,77,Laptop,63.46,18x6x20 cm
10/4/2023,36,Laptop,107.41,12x14x16 cm
8/28/2023,30,Monitor,123.29,11x8x9 cm
11/8/2023,99,Laptop,122.58,8x15x19 cm
11/8/2023,95,Monitor,392.59,7x6x20 cm
12/31/2023,73,Laptop,453.01,5x8x19 cm
8/27/2023,98,Smartphone,174.18,16x14x12 cm
8/9/2023,96,Headphones,277.36,19x13x16 cm
9/12/2023,77,Smartphone,209.38,5x8x9 cm
11/23/2023,18,Monitor,472.19,9x16x6 cm
10/23/2023,16,Monitor,422.62,19x10x20 cm
9/28/2023,14,Headphones,93.56,5x16x12 cm
9/13/2023,8,Headphones,405.38,7x7x19 cm
10/1/2023,77,Headphones,181.25,19x10x6 cm
10/30/2023,38,Headphones,324.31,19x20x8 cm
12/15/2023,15,Laptop,208.14,16x18x14 cm
11/1/2023,66,Headphones,11.8,17x9x8 cm
9/30/2023,11,Headphones,413.04,10x11x14 cm
9/17/2023,35,Headphones,261.64,12x18x16 cm
9/3/2023,92,Smartphone,100.48,14x11x12 cm
9/25/2023,3,Monitor,357.61,7x10x12 cm
12/1/2023,77,Monitor,37.27,12x19x12 cm
12/26/2023,54,Headphones,23.11,15x5x15 cm
11/27/2023,64,Headphones,190.05,14x11x11 cm
10/10/2023,67,Laptop,253.91,11x7x18 cm
9/20/2023,34,Monitor,381.99,8x9x15 cm
10/23/2023,56,Smartphone,469.17,9x9x6 cm
9/14/2023,68,Monitor,315.29,9x9x11 cm
8/24/2023,44,Laptop,326.22,18x20x5 cm
9/23/2023,46,Laptop,425.7,8x10x8 cm
9/11/2023,85,Laptop,231.27,5x7x14 cm
10/2/2023,37,Headphones,459.88,18x16x16 cm
11/1/2023,21,Smartphone,282.41,16x6x18 cm
10/18/2023,60,Monitor,323.16,17x6x11 cm
9/22/2023,40,Smartphone,227.2,14x17x9 cm
10/30/2023,52,Headphones,379.55,10x6x5 cm
11/1/2023,26,Monitor,255.73,9x14x14 cm
12/20/2023,55,Headphones,372.43,20x17x14 cm
12/5/2023,20,Smartphone,333.64,12x20x13 cm
12/27/2023,70,Monitor,239.27,9x11x17 cm
11/27/2023,95,Laptop,219.74,5x10x16 cm
10/31/2023,10,Laptop,69.03,14x18x10 cm
10/24/2023,84,Smartphone,64.85,10x15x16 cm
10/20/2023,84,Headphones,465.45,5x12x7 cm
12/23/2023,1,Laptop,119.68,13x12x9 cm
8/20/2023,85,Laptop,451.76,14x10x16 cm
8/2/2023,10,Smartphone,395.56,18x8x17 cm
12/5/2023,13,Headphones,47.63,5x8x18 cm
11/29/2023,39,Smartphone,39.53,20x9x7 cm
10/20/2023,88,Smartphone,156.34,5x6x20 cm
10/29/2023,65,Monitor,156.37,8x11x20 cm
8/12/2023,80,Monitor,377.71,18x6x20 cm
12/20/2023,60,Monitor,136.15,7x18x8 cm
11/21/2023,27,Smartphone,259.12,14x6x8 cm
11/7/2023,81,Monitor,62.64,14x9x17 cm
7/31/2023,73,Laptop,20.16,15x14x17 cm
11/1/2023,57,Headphones,459.25,15x18x15 cm
8/6/2023,50,Laptop,49.72,15x6x8 cm
9/12/2023,32,Monitor,428.58,18x15x8 cm
9/28/2023,96,Monitor,256.92,9x12x20 cm
10/13/2023,66,Headphones,107.48,5x11x15 cm
8/5/2023,68,Monitor,63.18,7x12x14 cm
8/19/2023,80,Headphones,305.64,11x14x20 cm
11/6/2023,78,Monitor,53.27,14x17x17 cm
8/21/2023,73,Monitor,299.38,18x19x5 cm
10/26/2023,50,Monitor,355.89,19x10x19 cm
9/27/2023,97,Laptop,391.34,13x9x7 cm
10/11/2023,74,Smartphone,406.27,5x14x9 cm
10/19/2023,23,Laptop,74.44,18x10x18 cm
9/26/2023,45,Monitor,258.71,7x11x20 cm
11/12/2023,40,Headphones,429.46,18x18x10 cm
11/22/2023,34,Smartphone,262.26,18x7x18 cm
11/28/2023,82,Monitor,368.63,17x8x18 cm
11/22/2023,11,Smartphone,498.57,9x11x5 cm
10/28/2023,65,Monitor,361.08,7x6x10 cm
10/9/2023,94,Headphones,127,18x12x5 cm
9/4/2023,91,Monitor,29.08,10x5x11 cm
10/16/2023,8,Smartphone,165.41,10x15x20 cm
10/7/2023,11,Smartphone,134.42,6x18x12 cm
11/11/2023,33,Laptop,151.83,6x11x11 cm
10/1/2023,13,Laptop,249.77,13x16x11 cm
8/22/2023,98,Headphones,111.29,15x8x7 cm
8/21/2023,36,Headphones,186.19,12x11x11 cm
10/7/2023,59,Laptop,468.29,17x13x16 cm
10/4/2023,43,Headphones,107.38,8x14x16 cm
9/2/2023,82,Smartphone,74.04,8x17x20 cm
9/17/2023,24,Monitor,381.67,14x9x17 cm
9/12/2023,69,Laptop,371.16,18x17x12 cm
9/1/2023,10,Laptop,195.8,17x8x16 cm
10/22/2023,50,Headphones,39.81,14x18x20 cm
12/22/2023,54,Laptop,236.87,16x9x11 cm
8/12/2023,67,Monitor,488.28,10x12x10 cm
9/19/2023,98,Smartphone,126.25,15x16x8 cm
10/18/2023,46,Laptop,436.82,8x19x17 cm
8/5/2023,73,Monitor,162.3,7x13x6 cm
10/8/2023,71,Monitor,261.61,9x12x6 cm
9/5/2023,79,Headphones,26.83,9x5x16 cm
8/18/2023,91,Monitor,138.41,11x13x9 cm
10/30/2023,82,Smartphone,127.67,14x15x14 cm
12/20/2023,96,Smartphone,76.68,14x12x9 cm
8/15/2023,56,Smartphone,219.12,15x17x7 cm
12/6/2023,53,Headphones,104.64,7x18x16 cm
11/23/2023,34,Headphones,28.25,12x11x20 cm
9/16/2023,47,Monitor,101.81,5x11x6 cm
9/10/2023,57,Monitor,39.76,8x5x6 cm
9/11/2023,84,Smartphone,478.41,11x15x18 cm
8/21/2023,77,Headphones,314.09,16x16x19 cm
10/16/2023,83,Laptop,175.85,16x15x16 cm
11/10/2023,54,Smartphone,443.23,20x7x12 cm
12/18/2023,75,Headphones,303.15,14x10x13 cm
10/30/2023,62,Monitor,338.71,19x16x16 cm
12/31/2023,50,Headphones,323.44,16x11x20 cm
9/12/2023,6,Headphones,215.55,18x12x6 cm
10/15/2023,30,Headphones,412.84,5x7x12 cm
11/20/2023,78,Laptop,19.53,15x8x8 cm
11/6/2023,6,Smartphone,167.28,20x20x18 cm
12/3/2023,10,Headphones,116.63,9x6x10 cm
9/29/2023,43,Smartphone,355.62,12x10x8 cm
11/21/2023,5,Monitor,373.73,18x10x9 cm
8/15/2023,22,Smartphone,150.12,8x18x14 cm
12/20/2023,69,Smartphone,208.12,18x16x11 cm
10/21/2023,70,Headphones,243.64,16x20x17 cm
9/21/2023,1,Monitor,451.46,8x13x12 cm
8/4/2023,83,Smartphone,337.97,17x15x20 cm
12/26/2023,73,Monitor,379.46,15x13x7 cm
11/11/2023,75,Laptop,81.51,11x20x14 cm
8/31/2023,93,Laptop,418.39,7x10x16 cm
10/23/2023,94,Laptop,150.73,16x9x9 cm
11/24/2023,38,Laptop,13.17,12x8x12 cm
8/19/2023,39,Monitor,116.43,8x5x7 cm
10/26/2023,47,Smartphone,301.33,16x17x8 cm
12/29/2023,63,Smartphone,483.9,11x17x17 cm
8/22/2023,52,Monitor,472.06,6x10x10 cm
8/27/2023,56,Laptop,73.32,15x7x8 cm
8/31/2023,53,Laptop,134.94,18x19x19 cm
8/23/2023,62,Laptop,235.3,10x9x8 cm
12/1/2023,15,Headphones,481.9,7x12x11 cm
10/19/2023,48,Smartphone,319.27,12x13x15 cm
10/28/2023,93,Monitor,294.29,5x9x14 cm
9/2/2023,29,Smartphone,364.49,13x5x20 cm
9/18/2023,12,Monitor,230.82,6x13x10 cm
9/26/2023,86,Laptop,153.23,16x13x12 cm
10/26/2023,99,Laptop,404.93,20x10x14 cm
10/11/2023,42,Monitor,83.14,6x13x16 cm
11/6/2023,54,Monitor,69.12,6x17x20 cm
10/26/2023,48,Monitor,112.75,8x10x17 cm
9/2/2023,60,Headphones,147.58,10x5x17 cm
10/23/2023,54,Headphones,160.6,11x7x5 cm
12/17/2023,32,Laptop,476.11,9x5x5 cm
12/3/2023,73,Smartphone,499.71,16x13x16 cm
11/20/2023,20,Laptop,56.68,19x17x13 cm
12/26/2023,10,Laptop,273.44,6x14x18 cm
9/30/2023,84,Monitor,179.81,7x14x17 cm
11/20/2023,47,Laptop,454.62,14x8x5 cm
10/17/2023,89,Laptop,238.07,16x11x20 cm
8/9/2023,23,Laptop,13.73,14x16x13 cm
8/10/2023,54,Smartphone,429.09,12x6x15 cm
8/2/2023,65,Headphones,385.4,20x16x16 cm
12/23/2023,27,Headphones,52.87,10x16x20 cm
10/2/2023,74,Laptop,450.74,14x20x20 cm
11/27/2023,6,Laptop,178.78,20x12x11 cm
8/12/2023,14,Laptop,337.38,14x20x11 cm
11/29/2023,67,Monitor,31.37,17x7x10 cm
10/16/2023,70,Laptop,499.48,8x13x10 cm
11/27/2023,90,Smartphone,310.94,11x5x17 cm
9/15/2023,63,Monitor,217.76,14x8x5 cm
8/12/2023,88,Headphones,214.3,16x20x16 cm
10/31/2023,27,Headphones,99.81,12x5x9 cm
11/29/2023,59,Monitor,380.93,7x18x18 cm
11/20/2023,26,Smartphone,294.55,20x7x16 cm
11/5/2023,67,Smartphone,86.29,15x19x8 cm
10/29/2023,15,Smartphone,156.04,12x18x18 cm
9/23/2023,55,Laptop,298.6,13x6x14 cm
9/9/2023,99,Smartphone,471.71,5x13x17 cm
9/7/2023,32,Monitor,181.71,15x11x5 cm
12/22/2023,25,Laptop,79.9,14x5x16 cm
12/16/2023,1,Smartphone,408.44,5x16x11 cm
12/24/2023,70,Monitor,75.25,5x9x19 cm
11/28/2023,31,Laptop,410.86,15x13x13 cm
7/31/2023,44,Laptop,328.96,19x13x19 cm
9/7/2023,68,Laptop,251.92,18x11x18 cm
11/29/2023,4,Headphones,149.54,12x11x19 cm
11/10/2023,66,Smartphone,328.69,17x19x11 cm
9/24/2023,68,Headphones,372.29,16x7x13 cm
9/17/2023,25,Headphones,436.65,8x7x12 cm
9/26/2023,15,Monitor,420.74,16x6x16 cm
9/17/2023,70,Headphones,194.62,17x10x15 cm
9/3/2023,29,Laptop,329.12,14x7x15 cm
9/3/2023,57,Laptop,464.46,11x11x18 cm
11/27/2023,64,Laptop,271.87,17x11x19 cm
9/7/2023,21,Smartphone,468.8,8x7x16 cm
10/17/2023,85,Smartphone,125.9,14x6x9 cm
9/13/2023,17,Monitor,176.75,9x12x10 cm
8/11/2023,59,Laptop,287,8x12x19 cm
10/25/2023,98,Smartphone,302.88,18x10x8 cm
11/21/2023,99,Headphones,70.82,5x11x11 cm
9/29/2023,69,Monitor,274.95,15x11x13 cm
8/30/2023,20,Laptop,229.23,7x20x10 cm
10/12/2023,98,Headphones,200.89,13x5x13 cm
12/13/2023,71,Monitor,67.92,13x6x6 cm
9/21/2023,26,Smartphone,368.33,5x17x9 cm
9/4/2023,35,Laptop,132.23,17x16x16 cm
11/24/2023,92,Laptop,235.62,14x12x7 cm
9/29/2023,52,Monitor,302.04,19x18x10 cm
10/24/2023,10,Headphones,81.93,10x15x5 cm
10/13/2023,19,Monitor,98.71,8x18x10 cm
9/28/2023,98,Laptop,18.55,15x9x13 cm
10/19/2023,95,Monitor,380.78,15x6x6 cm
10/12/2023,1,Laptop,322.47,16x6x8 cm
9/18/2023,89,Monitor,287.1,6x14x16 cm
8/11/2023,75,Headphones,55.35,12x13x16 cm
11/30/2023,44,Smartphone,114.17,11x17x10 cm
9/23/2023,20,Headphones,457.72,8x11x15 cm
8/30/2023,85,Smartphone,495.08,20x9x11 cm
12/31/2023,24,Headphones,26.54,16x13x18 cm
10/5/2023,88,Smartphone,452.39,7x9x12 cm
8/6/2023,72,Monitor,43.32,18x12x14 cm
10/16/2023,33,Smartphone,155.95,5x13x10 cm
10/27/2023,88,Monitor,232.93,20x5x18 cm
10/21/2023,51,Headphones,89.13,20x13x6 cm
8/9/2023,87,Headphones,495.93,11x10x18 cm
10/10/2023,54,Smartphone,343.4,14x13x5 cm
8/3/2023,37,Laptop,122.37,19x17x14 cm
9/11/2023,20,Smartphone,360.42,20x13x5 cm
9/14/2023,54,Headphones,261.44,12x5x8 cm
12/25/2023,31,Headphones,362.43,20x18x11 cm
8/27/2023,46,Smartphone,356.16,5x15x19 cm
10/15/2023,33,Smartphone,167.18,18x11x6 cm
11/17/2023,3,Smartphone,192.83,14x13x18 cm
9/22/2023,22,Laptop,177.08,16x5x5 cm
11/1/2023,81,Headphones,115.55,20x7x18 cm
12/30/2023,63,Smartphone,422.94,20x5x19 cm
8/16/2023,28,Smartphone,280.69,20x15x12 cm
12/18/2023,47,Headphones,24.5,11x6x19 cm
10/6/2023,48,Monitor,473.11,6x5x17 cm
10/20/2023,68,Laptop,204.49,5x5x18 cm
11/17/2023,89,Headphones,487.12,18x9x8 cm
8/24/2023,36,Smartphone,182.02,12x17x12 cm
11/7/2023,6,Laptop,10.69,17x6x7 cm
8/29/2023,31,Laptop,27.69,5x14x7 cm
12/13/2023,48,Laptop,462.06,5x17x6 cm
8/24/2023,33,Laptop,477.1,6x15x8 cm
11/21/2023,94,Laptop,47.97,11x11x8 cm
11/4/2023,36,Headphones,248.8,5x7x20 cm
11/15/2023,95,Headphones,394.05,13x11x5 cm
10/19/2023,76,Laptop,332.25,9x11x19 cm
9/13/2023,2,Headphones,158.06,8x14x9 cm
11/30/2023,97,Monitor,95.25,16x6x18 cm
10/4/2023,57,Laptop,83.19,8x17x19 cm
9/20/2023,46,Headphones,365.74,19x10x7 cm
9/27/2023,62,Smartphone,491.41,9x11x13 cm
9/8/2023,41,Laptop,215.78,10x18x7 cm
12/21/2023,9,Headphones,413.58,9x20x5 cm
8/14/2023,35,Monitor,456.92,15x12x8 cm
11/9/2023,77,Laptop,375.62,17x11x6 cm
12/29/2023,78,Headphones,266.05,12x13x17 cm
9/13/2023,84,Smartphone,65.17,13x8x6 cm
8/1/2023,76,Monitor,364.58,10x12x9 cm
11/13/2023,56,Headphones,295.5,6x16x9 cm
12/21/2023,28,Headphones,63.43,14x20x8 cm
8/3/2023,60,Monitor,252.37,19x7x5 cm
9/21/2023,94,Smartphone,164.03,13x8x18 cm
8/25/2023,67,Monitor,212.56,20x8x5 cm
12/23/2023,15,Monitor,304.13,7x11x11 cm
12/31/2023,97,Monitor,201.21,7x19x6 cm
11/6/2023,16,Smartphone,374.09,15x6x8 cm
8/4/2023,41,Laptop,369.3,19x5x7 cm
10/13/2023,66,Laptop,147.73,19x10x12 cm
10/5/2023,22,Smartphone,143.9,18x7x20 cm
9/13/2023,76,Smartphone,402.88,14x12x14 cm
12/18/2023,14,Monitor,412.08,16x15x19 cm
9/21/2023,73,Laptop,257.21,20x7x17 cm
10/15/2023,67,Smartphone,289.09,12x16x10 cm
12/14/2023,16,Monitor,259.69,8x19x17 cm
10/8/2023,71,Smartphone,115.4,18x8x10 cm
9/28/2023,48,Laptop,192.3,16x17x8 cm
10/15/2023,40,Smartphone,235.84,8x11x8 cm
10/6/2023,37,Headphones,337.34,15x5x7 cm
12/31/2023,70,Monitor,486.64,17x18x13 cm
12/30/2023,81,Smartphone,286.52,7x14x14 cm
10/8/2023,78,Headphones,487.03,17x19x6 cm
8/15/2023,55,Laptop,382.98,15x9x19 cm
11/23/2023,64,Headphones,423.23,19x11x13 cm
9/5/2023,25,Monitor,271.62,10x14x7 cm
11/22/2023,72,Laptop,74.37,8x16x16 cm
10/26/2023,68,Monitor,98.56,13x19x6 cm
12/22/2023,66,Monitor,353.88,5x20x16 cm
9/23/2023,87,Smartphone,82.57,13x17x14 cm
11/22/2023,35,Monitor,132.02,12x7x18 cm
10/23/2023,45,Monitor,97.99,13x5x15 cm
11/26/2023,94,Smartphone,238.18,13x16x15 cm
11/29/2023,19,Headphones,200.52,17x10x18 cm
8/23/2023,60,Monitor,183.3,13x5x6 cm
8/5/2023,92,Smartphone,281.74,14x19x14 cm
11/12/2023,29,Laptop,294.48,10x14x10 cm
12/15/2023,75,Smartphone,471.24,9x18x13 cm
8/8/2023,39,Laptop,388.76,16x6x19 cm
8/19/2023,3,Monitor,108.76,14x5x17 cm
8/24/2023,57,Headphones,436.88,15x5x12 cm
9/17/2023,4,Headphones,183.25,9x12x20 cm
12/15/2023,67,Laptop,491.54,5x20x10 cm
10/8/2023,85,Headphones,256.54,7x16x19 cm
11/2/2023,28,Headphones,406.92,16x11x7 cm
8/31/2023,42,Headphones,175.04,18x9x19 cm
8/6/2023,40,Smartphone,31.05,19x12x15 cm
9/27/2023,42,Monitor,22.46,6x18x18 cm
8/18/2023,79,Smartphone,54.79,9x18x8 cm
12/1/2023,44,Monitor,25.19,14x18x9 cm
10/20/2023,14,Laptop,105.19,18x9x10 cm
10/2/2023,64,Monitor,225.28,13x20x18 cm
11/14/2023,58,Monitor,296.51,18x10x10 cm
8/5/2023,40,Laptop,422.94,14x18x18 cm
10/1/2023,87,Laptop,288.62,5x14x8 cm
10/22/2023,85,Headphones,422.02,20x10x10 cm
11/5/2023,64,Laptop,248.79,19x11x8 cm
12/19/2023,40,Headphones,291.43,9x15x10 cm
12/16/2023,52,Laptop,370.65,12x13x10 cm
12/30/2023,41,Laptop,417.3,5x20x11 cm
9/22/2023,33,Laptop,218.32,19x19x13 cm
10/2/2023,18,Headphones,357.27,10x17x9 cm
12/31/2023,11,Headphones,246.56,12x10x20 cm
10/11/2023,32,Smartphone,199.43,16x8x9 cm
11/26/2023,40,Laptop,55.55,20x14x8 cm
9/7/2023,36,Monitor,288.37,10x16x19 cm
8/20/2023,13,Smartphone,103.52,11x9x8 cm
12/25/2023,60,Headphones,201.54,11x12x15 cm
12/9/2023,48,Laptop,486.88,10x14x11 cm
11/2/2023,6,Smartphone,77.93,5x13x7 cm
11/13/2023,68,Smartphone,349.14,7x10x15 cm
8/1/2023,9,Monitor,441.7,17x19x20 cm
8/4/2023,40,Headphones,152.98,13x6x9 cm
12/16/2023,70,Headphones,313.93,20x19x8 cm
11/26/2023,100,Laptop,294.34,7x20x13 cm
9/5/2023,74,Headphones,462.6,8x15x12 cm
10/31/2023,40,Smartphone,168.55,12x16x15 cm
10/10/2023,43,Headphones,286.5,7x12x16 cm
12/25/2023,80,Laptop,75.55,14x16x9 cm
10/11/2023,48,Monitor,28.78,6x10x6 cm
12/29/2023,33,Monitor,236.54,9x14x6 cm
9/11/2023,2,Smartphone,184.17,18x15x10 cm
9/29/2023,82,Smartphone,278,17x19x19 cm
8/22/2023,84,Smartphone,254.46,10x12x11 cm
12/28/2023,61,Monitor,36.96,7x18x18 cm
11/3/2023,90,Laptop,75.94,20x18x16 cm
9/22/2023,99,Smartphone,115.13,20x15x17 cm
11/1/2023,87,Laptop,184.49,7x7x5 cm
10/5/2023,6,Headphones,309.03,15x5x11 cm
12/12/2023,94,Headphones,478.94,18x6x9 cm
11/30/2023,51,Monitor,86.21,5x9x14 cm
12/17/2023,79,Laptop,120.96,17x16x17 cm
8/15/2023,24,Laptop,39.91,5x7x14 cm
10/11/2023,34,Laptop,118.01,5x14x17 cm
9/3/2023,73,Laptop,350.7,8x9x20 cm
12/25/2023,6,Laptop,316.86,13x10x7 cm
8/12/2023,41,Headphones,112.83,11x12x16 cm
12/21/2023,80,Laptop,314.86,11x15x10 cm
8/7/2023,68,Monitor,44.52,6x12x6 cm
8/9/2023,52,Headphones,67.16,17x9x19 cm
8/5/2023,41,Monitor,100.56,11x10x12 cm
12/14/2023,1,Headphones,346.12,6x18x8 cm
10/27/2023,78,Laptop,336.43,15x19x15 cm
9/6/2023,94,Monitor,33.73,14x13x18 cm
8/19/2023,52,Monitor,308.17,17x10x16 cm
11/9/2023,21,Monitor,54.43,10x7x11 cm
9/5/2023,25,Monitor,281.65,8x14x14 cm
11/6/2023,25,Monitor,89.35,8x14x6 cm
12/30/2023,33,Headphones,408.71,7x20x7 cm
11/28/2023,26,Laptop,185.76,8x11x5 cm
11/19/2023,3,Laptop,477.85,15x8x14 cm
11/10/2023,13,Laptop,40.05,18x9x14 cm
12/30/2023,81,Monitor,336.37,7x7x11 cm
9/11/2023,20,Monitor,64.08,11x20x18 cm
8/19/2023,97,Laptop,150.18,12x19x18 cm
11/30/2023,69,Smartphone,332.09,5x7x6 cm
9/22/2023,39,Smartphone,290.95,12x7x16 cm
11/11/2023,40,Laptop,14.05,6x18x11 cm
12/23/2023,85,Headphones,362.61,12x12x7 cm
9/1/2023,94,Headphones,363.62,15x11x15 cm
10/6/2023,44,Laptop,116.67,6x10x15 cm
12/9/2023,72,Monitor,122.34,12x13x8 cm
11/2/2023,43,Laptop,376.96,13x7x6 cm
11/12/2023,89,Laptop,127.67,7x14x17 cm
11/9/2023,14,Monitor,116.55,12x5x12 cm
